,Unnamed: 0.1,Unnamed: 0,PC1,PC2,year,condition,odometer,mmr,sellingprice,income,using_time,make,model,body,transmission,state,color,interior,region,K
1619,1619,1619,-0.4388565068645348,1.5512020969055962,2010,3.5,65348.0,9100,9600,83200,5,toyota,Corolla,sedan,automatic,mn,red,black,midwest,2
1620,1620,1620,1.7384123177531448,-0.2870770583647246,2011,3.6,66899.0,31300,32000,62960,4,toyota,Tundra,cab,automatic,nv,gray,gray,mountain west,7
1621,1621,1621,1.5918755737804495,-1.1777786931601273,2014,2.9,11911.0,19600,19200,59100,1,gmc,Savana Cargo,van,automatic,fl,white,gray,southeast,4
1622,1622,1622,0.6264179616780077,-1.2450299219561043,2013,4.1,55645.0,9650,9900,59100,2,chevrolet,Cruze,sedan,automatic,fl,white,black,southeast,4
1623,1623,1623,-2.5369609073259856,-1.097892687683185,2004,1.9,57029.0,4775,4900,59100,10,mercedes-benz,C-Class,sedan,automatic,fl,blue,beige,southeast,4
1624,1624,1624,-3.1378274717601804,-1.1182565454028712,2006,2.5,175814.0,2575,2600,59100,9,volkswagen,Jetta,sedan,manual,fl,black,black,southeast,5
1625,1625,1625,1.5888660942101172,-0.8038870198913765,2014,4.5,9894.0,12150,12700,62930,1,dodge,Avenger,sedan,automatic,in,black,black,midwest,3
1626,1626,1626,-1.2762410559164958,0.0371635771137858,2005,3.7,12349.0,6725,6500,68360,10,ford,Mustang,coupe,automatic,tx,silver,black,southwest,6
1627,1627,1627,-1.3618488030154967,-0.9152476988226008,2009,2.7,97371.0,6950,7300,61490,6,ford,Ranger,cab,manual,nc,gray,black,southeast,8
1628,1628,1628,2.40083568375326,0.5531992685678808,2014,4.7,16445.0,22000,22100,73100,1,nissan,NV Cargo,van,automatic,pa,white,gray,northeast,2
1629,1629,1629,0.3518081818233206,1.3199117440025854,2013,2.7,25997.0,11400,9000,82750,2,chrysler,200,sedan,automatic,nj,gray,black,northeast,7
1630,1630,1630,2.260778671871558,-1.0783595302121856,2014,4.9,10909.0,17950,19400,59100,1,kia,Sorento,suv,automatic,fl,white,beige,southeast,4
1631,1631,1631,2.431822566211097,1.3144673406995926,2015,4.4,16130.0,20800,21500,80610,0,kia,Sorento,suv,automatic,co,black,black,mountain west,3
1632,1632,1632,1.8798613645583748,-1.1371224242883646,2014,4.8,23951.0,15800,15900,59100,1,dodge,Journey,suv,automatic,fl,white,black,southeast,7
1633,1633,1633,0.1242493668644117,1.3247925183843647,2013,2.9,52804.0,9500,9000,82750,2,dodge,Avenger,sedan,automatic,nj,white,black,northeast,7
1634,1634,1634,0.4840477149188765,-0.0466188734117305,2011,4.3,53703.0,11850,13500,68360,4,ford,Taurus,sedan,automatic,tx,white,beige,southwest,6
1635,1635,1635,2.361138494785224,0.9743749759275776,2014,4.3,6810.0,22800,22100,77030,1,ford,E-Series Van,van,automatic,ca,white,gray,pacific,6
1636,1636,1636,1.1307450777357877,1.0593061991366195,2011,4.0,37461.0,19000,21500,77030,4,infiniti,G Sedan,sedan,automatic,ca,gray,black,pacific,6
1637,1637,1637,0.8703190349925711,0.779020290820676,2013,3.6,27118.0,11750,13200,77030,2,dodge,Dart,sedan,automatic,ca,gray,black,pacific,6
1638,1638,1638,1.75174016692862,1.583058376566299,2014,4.0,28800.0,18400,19200,83200,1,chrysler,Town and Country,van,automatic,mn,gray,black,midwest,2
1639,1639,1639,-0.0373588633533606,1.4458018226905551,2012,3.9,89405.0,9400,9200,82750,3,ford,Escape,suv,automatic,nj,white,gray,northeast,7
1640,1640,1640,-1.1734096862357706,-1.4902497447930512,2010,2.1,70854.0,7300,5800,57290,5,chrysler,Sebring,sedan,automatic,tn,white,black,southeast,2
1641,1641,1641,-0.9482095320344136,0.0762716226480053,2008,2.0,94177.0,19400,15700,68360,7,land rover,Range Rover Sport,suv,automatic,tx,white,tan,southwest,0
1642,1642,1642,0.7057736065140767,0.967310285011567,2011,3.2,32620.0,16850,19500,77030,4,nissan,Maxima,sedan,automatic,ca,black,black,pacific,6
1643,1643,1643,1.548577574979287,1.6185177689417547,2013,2.7,26411.0,25500,23300,82750,2,toyota,Sienna,van,automatic,nj,gray,gray,northeast,7
1644,1644,1644,-2.1109958820482184,-1.173468625071081,2008,2.3,130420.0,6500,5100,59100,7,nissan,Rogue,suv,automatic,fl,gray,gray,southeast,5
1645,1645,1645,0.8174267656354666,0.3395253968604273,2013,4.2,60123.0,10750,11300,73130,1,volkswagen,Passat,sedan,automatic,il,gray,black,midwest,3
1646,1646,1646,0.6303016957534587,-0.7178476272652533,2012,4.1,51960.0,13000,11500,62960,3,ford,Fusion,sedan,automatic,nv,black,beige,mountain west,7
1647,1647,1647,-2.74433041205405,-1.252598803178707,2006,2.9,169725.0,5100,4700,57290,9,honda,Odyssey,van,automatic,tn,silver,gray,southeast,5
1648,1648,1648,-0.0292677671129631,-1.1001761423910394,2011,4.4,101311.0,10000,11100,59100,4,kia,Sorento,suv,automatic,fl,burgundy,gray,southeast,5
1649,1649,1649,1.99404939237432,-0.2518154884806399,2014,4.9,8320.0,15900,15000,67090,1,kia,Optima,sedan,automatic,wi,black,beige,midwest,2
1650,1650,1650,2.162901300065669,-0.3192564876703709,2014,4.9,30860.0,18800,20400,65610,1,ford,Escape,suv,automatic,mi,black,tan,midwest,1
1651,1651,1651,-2.180103950698249,-0.1447161444059593,2008,2.9,139273.0,3400,3600,68360,7,pontiac,G6,sedan,automatic,tx,blue,black,southwest,0
1652,1652,1652,2.7391795413695395,1.2096326417369163,2013,3.9,17580.0,32500,32250,77030,2,bmw,5 Series,sedan,automatic,ca,black,black,pacific,6
1653,1653,1653,0.9448652332968815,-1.3283492451632652,2012,4.3,34377.0,12000,14600,57290,3,nissan,Altima,sedan,automatic,tn,white,beige,southeast,2
1654,1654,1654,-4.293828194533647,1.627646113121433,2001,1.9,141276.0,2475,1900,82150,14,honda,Accord,sedan,automatic,ma,red,tan,northeast,8
1655,1655,1655,0.8071311897596795,0.7349509955091797,2014,1.0,23204.0,23700,15750,77030,1,ford,E-Series Wagon,van,automatic,ca,white,gray,pacific,6
1656,1656,1656,1.3178166837225025,-0.3982752983354326,2012,3.7,36052.0,20700,20500,64520,3,lexus,IS 250,sedan,automatic,oh,black,gray,midwest,7
1657,1657,1657,-2.967509059762685,-0.8052869882603461,2005,2.3,135550.0,4250,4400,61450,10,nissan,Xterra,suv,automatic,ga,brown,tan,southeast,9
1658,1658,1658,-2.652532134097054,-1.332023725845999,2009,1.0,144480.0,5300,1900,59100,6,toyota,Corolla,sedan,manual,fl,blue,gray,southeast,5
1659,1659,1659,-0.6168228486138704,1.0282697141189192,2009,3.4,109498.0,13000,16000,77030,6,audi,Q7,suv,automatic,ca,white,beige,pacific,0
1660,1660,1660,2.4703826098025536,-1.039248147161431,2014,5.0,6906.0,18500,22200,59100,1,toyota,Venza,wagon,automatic,fl,gray,black,southeast,4
1661,1661,1661,1.8229457959442552,0.9835483092144368,2013,3.9,18252.0,21700,21500,77030,2,infiniti,G Sedan,sedan,automatic,ca,black,beige,pacific,6
1662,1662,1662,0.1377707065504316,1.128274098177763,2013,2.3,26412.0,11850,6900,81400,2,ford,Focus,hatchback,automatic,wa,blue,black,pacific,3
1663,1663,1663,3.113272707720306,1.4907595850017084,2012,4.7,62228.0,39800,41000,77030,3,land rover,Range Rover,suv,automatic,ca,silver,black,pacific,6
1664,1664,1664,-0.5687209784535873,0.762123419139265,2011,1.9,60400.0,11450,11200,77030,4,honda,Accord,sedan,automatic,ca,black,beige,pacific,6
1665,1665,1665,2.892967941655604,0.7292959694270259,2012,5.0,25665.0,32400,33300,71660,3,ford,F-150,cab,automatic,mo,red,tan,midwest,3
1666,1666,1666,-2.146742384729932,-0.0365602611402836,2006,3.6,127886.0,4000,3700,68360,8,chevrolet,Equinox,suv,automatic,tx,white,gray,southwest,0
1667,1667,1667,2.2479081291133856,-0.4743897251571815,2014,4.4,23481.0,20300,21000,64520,0,ram,1500,cab,automatic,oh,black,gray,midwest,7
1668,1668,1668,-4.33083486486444,-0.9686617673925836,2001,1.9,144626.0,1650,1400,59100,14,honda,Civic,coupe,automatic,fl,white,beige,southeast,5
1669,1669,1669,0.0318132211302606,-0.1400501311614678,2011,1.9,30776.0,16900,13800,68360,4,nissan,Maxima,sedan,automatic,tx,blue,black,southwest,6
1670,1670,1670,0.23013397115031,-0.9523206825469116,2013,4.8,112851.0,6275,9100,61490,2,ford,C-Max Energi,wagon,automatic,nc,blue,beige,southeast,8
1671,1671,1671,-0.6203254685452738,1.5170510577736689,2009,3.6,77764.0,10400,10900,82150,6,toyota,Camry Hybrid,sedan,automatic,ma,gray,tan,northeast,3
1672,1672,1672,-1.265085971686155,-0.3677258002969629,2004,3.5,49127.0,13650,13800,62960,11,ford,Thunderbird,convertible,automatic,nv,red,black,mountain west,7
1673,1673,1673,-1.3245031684312982,0.9409992283052636,2008,2.9,98349.0,9950,9800,77030,7,ford,F-150,cab,automatic,ca,gold,tan,pacific,0
1674,1674,1674,-0.7487915626366081,1.5697070005853575,2009,3.5,83227.0,9800,10400,82750,6,toyota,Camry,sedan,automatic,nj,red,beige,northeast,7
1675,1675,1675,-1.2428516043076032,0.951039139711138,2008,2.9,94350.0,11100,9800,77030,7,audi,A6,sedan,automatic,ca,blue,tan,pacific,0
1676,1676,1676,-2.816018080822529,-1.058581548239471,2002,1.9,1.0,4625,900,59100,13,gmc,Envoy,suv,automatic,fl,green,tan,southeast,4
1677,1677,1677,-3.470596117632585,-0.6884724614437137,2006,3.4,285584.0,5425,5500,61450,9,ford,F-350 Super Duty,cab,automatic,ga,gray,gray,southeast,9
1678,1678,1678,-3.07335193439363,1.5183801158284935,2005,2.8,149490.0,2750,2800,82150,10,jeep,Liberty,suv,automatic,ma,brown,tan,northeast,8
1679,1679,1679,2.131858227683155,1.0956829371810648,2013,4.3,36709.0,19750,31000,77030,2,infiniti,G Sedan,sedan,automatic,ca,white,beige,pacific,6
1680,1680,1680,-1.812936048138497,-0.0387395749205492,2010,2.3,217731.0,13950,11200,68360,5,ford,F-150,cab,automatic,tx,white,tan,southwest,0
1681,1681,1681,2.4809839195078074,1.84722835089906,2013,4.7,30408.0,25800,28800,83200,2,ford,Explorer,suv,automatic,mn,—,gray,midwest,2
1682,1682,1682,-3.2937536951956803,-0.4492304995943145,2001,3.3,95326.0,3475,2800,62930,14,bmw,7 Series,sedan,automatic,in,black,tan,midwest,8
1683,1683,1683,0.7474546900031804,-1.2152543409759493,2013,4.0,54289.0,11800,11200,59100,2,ford,Fusion,sedan,automatic,fl,gray,black,southeast,7
1684,1684,1684,1.1655232815545051,-1.3168840248443483,2012,4.4,18629.0,14100,13800,57290,3,ford,Fusion,sedan,automatic,tn,blue,tan,southeast,2
1685,1685,1685,1.6261729565499057,-1.163051574837039,2014,4.0,28397.0,16400,17000,59100,1,dodge,Grand Caravan,van,automatic,fl,black,black,southeast,4
1686,1686,1686,0.6885631794725976,0.2465962174444957,2012,4.3,42698.0,11800,11000,71660,3,nissan,Altima,sedan,automatic,mo,red,black,midwest,3
1687,1687,1687,0.2371979358777002,0.3302907513988752,2012,2.6,34276.0,12700,12400,73100,3,toyota,Camry,sedan,automatic,pa,black,gray,northeast,2
1688,1688,1688,0.8294498284611755,-1.1327781997970956,2012,4.0,38764.0,13450,13900,59100,3,toyota,Camry,sedan,automatic,fl,black,black,southeast,4
1689,1689,1689,-1.930409760093998,0.8969993610224162,2008,3.5,148155.0,3825,6100,77030,7,scion,xB,wagon,automatic,ca,white,black,pacific,0
1690,1690,1690,-3.0373015263661767,0.0039175608138124,2005,2.8,161171.0,4100,3900,68360,10,lincoln,Navigator,suv,automatic,tx,green,tan,southwest,0
1691,1691,1691,-4.136353410266279,-1.211722397066186,2003,2.4,216612.0,1700,2000,57290,11,ford,Econoline Cargo,van,automatic,tn,blue,gray,southeast,5
1692,1692,1692,2.646216043492742,-0.0352075855921025,2012,3.6,47720.0,37500,38250,64520,3,mercedes-benz,GL-Class,suv,automatic,oh,—,gray,midwest,7
1693,1693,1693,-1.017819228056135,-1.2517986300845545,2010,2.8,98340.0,7000,6500,59100,4,chevrolet,Malibu,sedan,automatic,fl,gray,—,southeast,5
1694,1694,1694,1.0045409456866143,-1.6278031931119743,2013,4.6,29742.0,9450,9600,55590,2,ford,Focus,sedan,manual,la,gray,black,southeast,3
1695,1695,1695,1.933336600619744,0.5526429553646901,2013,4.6,19527.0,19300,20600,73130,2,ford,Escape,suv,automatic,il,red,black,midwest,3
1696,1696,1696,0.7334678083378278,0.3815363338907891,2011,3.6,42686.0,17750,17500,71660,4,infiniti,G Sedan,sedan,automatic,mo,black,gray,midwest,3
1697,1697,1697,0.3829251217245764,-1.560910700424068,2011,3.5,23334.0,12100,11200,55590,4,ford,Ranger,cab,automatic,la,white,gray,southeast,3
1698,1698,1698,-0.0226488698541225,-0.5561366057592718,2012,2.9,46665.0,9225,9200,65610,3,mazda,Mazda3,sedan,automatic,mi,gray,black,midwest,1
1699,1699,1699,1.228532020172621,0.1997178548953233,2011,3.7,70268.0,24600,26700,68360,4,ford,F-150,cab,automatic,tx,silver,black,southwest,6
1700,1700,1700,0.347739776093475,0.3156579472976062,2013,2.9,60116.0,12150,12600,73130,2,dodge,Grand Caravan,van,automatic,il,gray,black,midwest,3
1701,1701,1701,0.7760927133739757,1.4722026471873566,2012,3.7,17154.0,12900,12700,82750,3,honda,Civic,sedan,automatic,nj,gray,gray,northeast,7
1702,1702,1702,0.1323075170047325,0.6512843724260191,2013,2.8,39146.0,9125,7500,77030,2,kia,Forte,sedan,automatic,ca,white,gray,pacific,6
1703,1703,1703,1.479445512163427,-0.4794058163139752,2014,4.0,23325.0,14850,14400,65610,1,chevrolet,Impala Limited,sedan,automatic,mi,silver,beige,midwest,7
1704,1704,1704,1.4042480613371071,-1.2234464033254835,2014,4.0,26348.0,13750,14000,59100,1,chevrolet,Malibu,sedan,automatic,fl,silver,gray,southeast,4
1705,1705,1705,-5.417864828262617,-0.0446109658331145,1999,1.0,169714.0,750,300,67090,16,ford,Explorer,suv,automatic,wi,white,gray,midwest,5
1706,1706,1706,1.8288194983061343,-0.93596222655455,2012,4.6,26019.0,21800,21600,59100,3,lexus,IS 250,sedan,automatic,fl,blue,gray,southeast,4
1707,1707,1707,1.536365424679638,-0.0743469482247591,2013,4.7,24338.0,14750,15600,68360,2,dodge,Journey,suv,automatic,tx,blue,black,southwest,6
1708,1708,1708,-3.792958709131161,2.353302270738881,2004,2.5,197678.0,3225,2900,89090,11,honda,Accord,sedan,automatic,md,black,tan,northeast,5
1709,1709,1709,1.217251761718657,-0.4126685217325784,2013,4.7,44450.0,13050,13500,65610,2,ford,Fusion,sedan,automatic,mi,gray,black,midwest,1
1710,1710,1710,1.3898169012560289,-0.4020622037788548,2011,3.5,41375.0,24500,26500,63250,4,lexus,RX 350,suv,automatic,az,burgundy,black,southwest,2
1711,1711,1711,-0.687526716763847,0.2761105565191392,2008,2.5,71402.0,17100,15600,70210,7,chevrolet,Silverado 1500,cab,automatic,ny,blue,tan,northeast,3
1712,1712,1712,2.057911325367903,-1.117822268215756,2014,4.8,14027.0,16700,17300,59100,1,toyota,Camry,sedan,automatic,fl,black,black,southeast,4
1713,1713,1713,-0.5644916135883437,-0.3874644598865534,2006,2.9,44583.0,17400,20100,62960,9,subaru,Impreza,sedan,manual,nv,blue,blue,mountain west,7
1714,1714,1714,1.1882193237968346,-1.0629833626582217,2012,4.1,32426.0,17250,16500,59100,3,acura,TSX,sedan,automatic,fl,silver,black,southeast,4
1715,1715,1715,0.2373616224361035,-0.1029301468875671,2011,4.3,75968.0,10500,10600,68360,3,mini,Cooper,hatchback,manual,tx,blue,black,southwest,6
1716,1716,1716,1.0281427812759767,0.6006570668662468,2011,4.2,43944.0,19100,18300,73100,4,ram,Dakota,cab,automatic,pa,silver,gray,northeast,2
1717,1717,1717,0.6150427632262115,0.7638998169557185,2013,2.0,26128.0,18350,14000,77030,2,ford,Fusion,sedan,automatic,ca,black,black,pacific,6
1718,1718,1718,2.2144163424222576,2.410619718921442,2013,4.8,18502.0,22300,23100,89090,2,ford,Escape,suv,automatic,md,white,gray,northeast,4
1719,1719,1719,-4.709928395303915,1.1952698496705274,1999,2.7,169479.0,1800,1900,77030,16,mercedes-benz,CLK-Class,convertible,automatic,ca,blue,gray,pacific,0
1720,1720,1720,1.133368384449993,1.5307794708689857,2011,4.5,35362.0,16200,19900,81400,4,acura,TSX,sedan,automatic,wa,white,black,pacific,3
1721,1721,1721,-3.348881201159816,-0.45776137059497,2005,2.0,170122.0,5400,3600,64520,10,lincoln,Navigator,suv,automatic,oh,black,gray,midwest,9
1722,1722,1722,1.2533690550915082,0.3936224856255673,2013,4.3,19642.0,12400,14000,73130,2,nissan,Sentra,sedan,automatic,il,green,gray,midwest,3
1723,1723,1723,0.1088852822107279,0.8350049693172487,2012,3.9,88104.0,10050,11500,77030,3,chevrolet,Equinox,suv,automatic,ca,black,gray,pacific,6
1724,1724,1724,1.6257037505182128,0.5612779502784304,2014,4.4,32803.0,15550,16000,74430,1,toyota,Camry,sedan,automatic,va,white,black,southeast,1
1725,1725,1725,0.3869775050168414,-0.90529055648395,2011,3.7,43896.0,11250,12000,61450,3,chevrolet,Cruze,sedan,automatic,ga,red,black,southeast,1
1726,1726,1726,0.1433879989820801,-0.2577928246365905,2012,3.7,36129.0,7400,6200,68360,3,fiat,500,hatchback,manual,tx,black,black,southwest,6
1727,1727,1727,-2.381965142256381,1.2612663400075623,2006,2.4,101370.0,4650,5900,80200,9,dodge,Durango,suv,automatic,ut,white,gray,mountain west,8
1728,1728,1728,1.805204540017464,1.5952792974329044,2013,4.7,17401.0,18050,18000,82750,2,ford,Edge,suv,automatic,nj,blue,black,northeast,7
1729,1729,1729,0.8229559918349871,-1.133984441966893,2012,3.7,35078.0,14250,14800,59100,3,kia,Optima,sedan,automatic,fl,black,gray,southeast,4
1730,1730,1730,-1.6889623918921306,-1.0558408396257548,2006,3.2,66672.0,5500,6900,59100,9,buick,Terraza,van,automatic,fl,gray,gray,southeast,4
1731,1731,1731,-2.787669455865188,0.986182977687212,2005,2.4,133721.0,5550,6900,77030,10,bmw,5 Series,sedan,automatic,ca,silver,black,pacific,0
1732,1732,1732,-3.4508126664196705,0.9581840382905936,2005,2.3,186768.0,3950,3900,77030,10,honda,Element,suv,automatic,ca,green,gray,pacific,0
1733,1733,1733,-1.2286893757884887,-1.103989030565158,2009,3.5,126416.0,8350,7700,59100,6,honda,Accord,sedan,automatic,fl,gray,gray,southeast,5
1734,1734,1734,-4.0820823790103535,-0.8774531344332626,2001,3.3,174125.0,875,1800,59100,14,cadillac,DeVille,sedan,automatic,fl,silver,beige,southeast,5
1735,1735,1735,0.7143976977096654,0.6513356804074399,2014,1.0,19062.0,18100,15700,77030,0,dodge,Challenger,coupe,automatic,ca,gray,black,pacific,6
1736,1736,1736,0.5967327851936994,-0.1311645381171815,2012,2.3,23735.0,17700,16200,68360,3,nissan,Maxima,sedan,automatic,tx,white,black,southwest,2
1737,1737,1737,0.3590998288278507,-1.505364520036642,2013,3.5,51996.0,9450,8100,57290,2,dodge,Avenger,sedan,automatic,tn,white,black,southeast,2
1738,1738,1738,0.8303855612467392,-1.195851769307503,2011,2.8,39123.0,22200,20800,57290,4,infiniti,EX,suv,automatic,tn,gray,black,southeast,2
1739,1739,1739,1.19602002837194,-1.4174045120984822,2014,4.1,52096.0,13650,13200,57290,1,nissan,Altima,sedan,automatic,tn,gray,black,southeast,2
1740,1740,1740,0.1456793361422042,0.4122994244380516,2011,2.7,35669.0,14050,13700,73130,4,lincoln,MKZ,sedan,automatic,il,white,tan,midwest,3
1741,1741,1741,2.0740170220979794,-0.8894368310153487,2013,2.5,33536.0,32200,31000,59100,2,mercedes-benz,E-Class,convertible,automatic,fl,silver,black,southeast,4
1742,1742,1742,2.764191534225977,-1.3217104778557152,2015,3.0,13921.0,32300,28200,56120,0,ford,Explorer,suv,automatic,sc,black,beige,southeast,1
1743,1743,1743,-1.0497121792595276,-0.9230135518491936,2007,2.9,92717.0,15500,14200,59100,8,chevrolet,Avalanche,cab,automatic,fl,blue,black,southeast,5
1744,1744,1744,1.2907541287391335,0.9578004470843984,2012,4.2,24209.0,17000,17600,77030,3,honda,Crosstour,hatchback,automatic,ca,gray,black,pacific,6
1745,1745,1745,3.735080893492403,-0.6764257457484124,2014,4.2,15991.0,39000,40200,59100,1,toyota,4Runner,suv,automatic,fl,gray,black,southeast,4
1746,1746,1746,-1.3288525461337322,-0.1966825982737294,2006,3.0,98904.0,13550,12900,65610,8,lincoln,Mark LT,cab,automatic,mi,silver,black,midwest,1
1747,1747,1747,-3.144570671199624,1.0788078296955783,2003,3.9,144760.0,2200,1900,77030,12,audi,A4,sedan,automatic,ca,blue,beige,pacific,0
1748,1748,1748,1.02308660885289,-0.0058028884137877,2011,4.6,20678.0,14350,14800,68360,4,nissan,Rogue,suv,automatic,tx,gray,gray,southwest,6
1749,1749,1749,-0.0717649212869271,-1.7604107623474936,2013,2.2,52529.0,9400,9100,55590,2,hyundai,Elantra,sedan,automatic,la,white,beige,southeast,3
1750,1750,1750,0.2709670260323858,-0.6938553662622898,2008,4.0,107293.0,22800,26200,59100,7,ford,F-350 Super Duty,cab,automatic,fl,blue,brown,southeast,5
1751,1751,1751,-0.6001570438507057,-0.5450515469674307,2007,4.5,67835.0,9250,10100,62930,7,jeep,Grand Cherokee,suv,automatic,in,gray,gray,midwest,1
1752,1752,1752,0.6466680762128805,0.3590187726409347,2013,3.6,53690.0,12100,12500,73200,2,chevrolet,Impala,sedan,automatic,ne,red,black,midwest,7
1753,1753,1753,1.8231940365710748,-0.4994942613147504,2013,4.7,19170.0,16450,16800,64520,1,kia,Sportage,suv,automatic,oh,black,black,midwest,7
1754,1754,1754,1.665577736846017,0.8216906352091057,2014,4.2,13575.0,15850,14750,77030,1,nissan,Altima,sedan,automatic,ca,silver,black,pacific,6
1755,1755,1755,1.622293068160891,0.3753380711436494,2014,4.3,16154.0,14050,15000,73130,1,honda,Civic,sedan,automatic,il,white,gray,midwest,3
1756,1756,1756,-2.0879027744288856,-1.480531641321786,2012,2.3,247415.0,6375,6700,57290,3,chevrolet,Express Cargo,van,automatic,tn,white,gray,southeast,5
1757,1757,1757,-4.03272775908938,-0.7005354930591804,2002,2.3,160009.0,1975,2400,61490,13,honda,Odyssey,van,automatic,nc,green,gray,southeast,9
1758,1758,1758,3.481015192515317,1.3911466651351094,2013,4.2,20120.0,39000,41250,77030,2,bmw,5 Series,sedan,automatic,ca,white,gray,pacific,6
1759,1759,1759,-3.5284451100369933,-0.6713424042282444,2006,2.0,212705.0,3325,4200,62960,9,dodge,Dakota,cab,automatic,nv,white,—,mountain west,9
1760,1760,1760,-2.125155851600263,-0.2125736874546384,2009,1.9,134223.0,5075,5400,68360,6,dodge,Journey,suv,automatic,tx,red,tan,southwest,0
1761,1761,1761,-4.773326646279799,2.448126314795094,2000,2.0,165208.0,1775,750,89090,15,toyota,Camry Solara,coupe,automatic,md,black,black,northeast,5
1762,1762,1762,-3.4828601436128284,-0.2472919292688181,2003,2.2,140477.0,5250,4000,65610,12,gmc,Yukon,suv,automatic,mi,black,gray,midwest,9
1763,1763,1763,1.573908520768351,0.4706764496326155,2013,4.7,23670.0,14450,16900,73130,2,ford,Fusion,sedan,automatic,il,black,black,midwest,3
1764,1764,1764,3.0368752228505898,0.2667099385600157,2014,4.0,42759.0,34500,35500,68360,1,ford,F-350 Super Duty,cab,automatic,tx,white,gray,southwest,6
1765,1765,1765,0.1845099253733063,-1.371903127631775,2013,2.0,22010.0,10150,10400,59100,2,toyota,Yaris,hatchback,automatic,fl,silver,black,southeast,4
1766,1766,1766,2.10987525225053,0.8928535363827713,2014,4.9,6939.0,17250,16600,77030,1,subaru,Impreza,sedan,automatic,ca,gray,gray,pacific,6
1767,1767,1767,0.0786612277266164,-1.0996512154597098,2011,2.3,64020.0,16900,17500,59100,4,nissan,Titan,cab,automatic,fl,black,black,southeast,4
1768,1768,1768,-3.532594264979282,1.270909827813033,2004,2.0,133534.0,3225,500,80200,11,cadillac,CTS,sedan,automatic,ut,gray,gray,mountain west,8
1769,1769,1769,-0.7489523447942049,1.47006692167431,2011,2.9,143135.0,13950,12100,82150,4,ram,1500,cab,automatic,ma,white,black,northeast,8
1770,1770,1770,2.576983935943453,-1.066770405348506,2013,4.7,22607.0,27300,26800,57290,2,nissan,Pathfinder,suv,automatic,tn,black,black,southeast,2
1771,1771,1771,1.3822085888937523,1.0612597953562062,2012,3.6,48706.0,24600,22000,77030,3,mercedes-benz,C-Class,sedan,automatic,ca,silver,beige,pacific,6
1772,1772,1772,-3.492966024566704,0.4382931288044063,2005,1.9,155129.0,1875,2100,73100,10,saturn,VUE,suv,automatic,pa,black,beige,northeast,0
1773,1773,1773,1.962626029152664,-0.8091642747841492,2014,3.9,29136.0,19200,23300,61450,1,ford,Escape,suv,automatic,ga,gray,gray,southeast,1
1774,1774,1774,0.8655265777068665,0.3663438176000911,2012,3.5,18411.0,13800,12700,73100,2,honda,Accord,sedan,automatic,pa,silver,black,northeast,2
1775,1775,1775,-2.4295538907121044,-0.8705541589582979,2007,2.3,136842.0,5525,5300,61450,8,chrysler,300,sedan,automatic,ga,black,tan,southeast,9
1776,1776,1776,-0.999597521806298,-0.5994470234615736,2007,3.4,57238.0,7975,9300,63250,7,pontiac,G6,convertible,automatic,az,silver,black,southwest,2
1777,1777,1777,1.5664082504554786,-0.9514830327317338,2012,4.6,45771.0,21000,20000,59100,3,lexus,IS 250,sedan,automatic,fl,gray,black,southeast,4
1778,1778,1778,-2.314752700102142,0.4042258895727053,2007,2.8,132972.0,3475,2900,73200,7,kia,Sportage,suv,automatic,ne,silver,black,midwest,5
1779,1779,1779,-6.022625749289152,-0.4999072306746692,1997,1.9,231942.0,950,650,61450,18,mercedes-benz,E-Class,sedan,automatic,ga,black,black,southeast,9
1780,1780,1780,-0.9690327940593892,-0.1063435189431195,2010,3.5,122918.0,7675,8900,68360,5,ford,Transit Connect,van,automatic,tx,white,gray,southwest,0
1781,1781,1781,1.5496431785543978,-1.06949762990655,2012,3.7,9259.0,19350,19200,59100,2,chrysler,300,sedan,automatic,fl,black,beige,southeast,4
1782,1782,1782,0.9629153493906752,0.7610685657062944,2013,4.4,21253.0,9950,9200,77030,2,kia,Rio,sedan,manual,ca,white,black,pacific,6
1783,1783,1783,-2.985207002678428,-0.4257789736131568,2006,2.3,142160.0,2450,1850,65610,9,mazda,Mazda6,hatchback,automatic,mi,red,black,midwest,9
1784,1784,1784,-2.470462026274496,-0.7063388789329013,2007,2.7,130840.0,3600,1750,63250,8,pontiac,G6,sedan,automatic,az,white,black,southwest,5
1785,1785,1785,-4.194252186151582,-0.109066462060223,2003,1.9,195464.0,3475,2200,67090,12,chevrolet,Silverado 1500,cab,automatic,wi,white,gray,midwest,5
1786,1786,1786,-3.227123132287981,-1.1130762018681817,2004,1.9,98904.0,2625,1500,59100,11,ford,Taurus,sedan,automatic,fl,beige,tan,southeast,5
1787,1787,1787,0.761426221953555,0.4109777528513609,2012,3.8,28527.0,12350,13800,73130,3,nissan,Altima,sedan,automatic,il,black,black,midwest,3
1788,1788,1788,-0.3164567600008032,1.2593255470588305,2007,3.4,91356.0,20400,23000,77030,8,cadillac,Escalade EXT,cab,automatic,ca,gold,black,pacific,0
1789,1789,1789,-3.309775255336328,1.6171351050217628,2005,3.1,188984.0,2450,2600,82750,10,chevrolet,TrailBlazer,suv,automatic,nj,white,gray,northeast,5
1790,1790,1790,2.382332219041358,-0.3853486338119598,2011,2.6,19515.0,42200,35600,61450,4,infiniti,QX56,suv,automatic,ga,black,tan,southeast,1
